state,pincode,proposed_district,proposed_city,count
WEST BENGAL,700019,KOLKATA,1ST FLOORGARIAHAT,1
WEST BENGAL,700019,KOLKATA,BALLYGUNGE,2
WEST BENGAL,700019,KOLKATA,RASH BEHARI AVENUE,1
WEST BENGAL,700023,KOLKATA,KALIGHAT,1
WEST BENGAL,700025,KOLKATA,KALIGHAT,1
WEST BENGAL,700029,KOLKATA,BALLYGUNGE,1
WEST BENGAL,700034,KOLKATA,BEHALA,2
WEST BENGAL,700047,KOLKATA,NAKTALA,1
WEST BENGAL,700050,NORTH 24 PARGANAS,NOAPARA,2
WEST BENGAL,700071,KOLKATA,,1
WEST BENGAL,700071,KOLKATA,SHAKESPEARE SARANI,1
WEST BENGAL,700090,KOLKATA,KOL 700090,1
WEST BENGAL,700090,KOLKATA,P S BARANAGAR,1
WEST BENGAL,700090,KOLKATA,SENHATI,1
WEST BENGAL,700090,NORTH 24 PARGANAS,BARANAGAR,1
WEST BENGAL,700090,NORTH 24 PARGANAS,NOAPARA,1
WEST BENGAL,700107,KOLKATA,KASBA INDUSTRIAL ESTATEPHASE I,1
WEST BENGAL,700114,NORTH 24 PARGANAS,MADHYAMGRAM,1
WEST BENGAL,700114,NORTH 24 PARGANAS,SODEPUR,1
WEST BENGAL,700120,NORTH 24 PARGANAS,BARRACKPORE,1
WEST BENGAL,700124,NORTH 24 PARGANAS,BARASAT,2
WEST BENGAL,700124,NORTH 24 PARGANAS,GOBINDA BARACKBARASAT,1
WEST BENGAL,700129,NORTH 24 PARGANAS,BASIRHAT,1
WEST BENGAL,700129,NORTH 24 PARGANAS,MADHYAMGRAM,1
WEST BENGAL,700129,NORTH 24 PARGANAS,SODEPUR,1
WEST BENGAL,700144,SOUTH 24 PARGANAS,700 144,1
WEST BENGAL,700144,SOUTH 24 PARGANAS,P O & P S BARUIPUR,1
WEST BENGAL,711303,HOWRAH,BAGNAN,2
WEST BENGAL,711303,HOWRAH,BERABERIA,1
WEST BENGAL,711303,HOWRAH,BERABERIANORTH BAGNAN,1
WEST BENGAL,711404,HOWRAH,BARGACHIA,1
WEST BENGAL,711404,HOWRAH,SHIBRAMPUR BARGACHIA,1
WEST BENGAL,711405,HOWRAH,DAKSHIN JHAPARDAHA,1
WEST BENGAL,711405,HOWRAH,DOMJUR,3
WEST BENGAL,711405,HOWRAH,JAGADISHPUR ROADDOMJUR,1
WEST BENGAL,711409,HOWRAH,ANKURHATI,1
WEST BENGAL,711409,HOWRAH,CFB BUILDINGGEMS AND JEWELLERY PARK,1
WEST BENGAL,711409,HOWRAH,GEMS AND JEWELLERY PARK ANKURHATI,1
WEST BENGAL,712101,HOOGHLY,P O AND P S CHANDERNAGORE,1
WEST BENGAL,712124,KOLKATA,BO,1
WEST BENGAL,712136,HOOGHLY,P O AND P S CHANDERNAGORE,1
WEST BENGAL,712149,HOOGHLY,PANDUA,1
WEST BENGAL,712149,HOOGHLY,PIN 712149,1
WEST BENGAL,712203,HOOGHLY,37 KUMIRJALA ROADSERAMPORE,1
WEST BENGAL,712223,HOOGHLY,2 NONADANGA ROADSEORAPHULI,1
WEST BENGAL,712223,HOOGHLY,SHEORAPPHULY,1
WEST BENGAL,712258,HOOGHLY,148 GRAND TRUNK ROADUTTARPARA KOTRUNG,1
WEST BENGAL,712409,HOOGHLY,SINGUR,1
WEST BENGAL,712410,HOOGHLY,P O & P S TARAKESWAR,2
WEST BENGAL,712601,HOOGHLY,ARAMBAGH,1
WEST BENGAL,712601,HOOGHLY,P O & P S ARAMBAGH,1
WEST BENGAL,712701,HOOGHLY,MASAT,1
WEST BENGAL,713104,,,2
WEST BENGAL,713104,PURBA BARDHAMAN,BURDWAN,1
WEST BENGAL,713128,PURBA BARDHAMAN,GUSKARA,1
WEST BENGAL,713130,,,2
WEST BENGAL,713146,PURBA BARDHAMAN,MEMARI,1
WEST BENGAL,713213,,,2
WEST BENGAL,713213,PASCHIM BARDHAMAN,DURGAPUR,1
WEST BENGAL,713301,,,3
WEST BENGAL,713324,,,1
WEST BENGAL,713347,,,2
WEST BENGAL,713409,,,1
WEST BENGAL,721101,PASCHIM MEDINIPUR,BANDHAN LODGE DAKSHINPARABOXIBAZAR MIDNAPORE,1
WEST BENGAL,721101,PASCHIM MEDINIPUR,P O MIDNAPUR,1
WEST BENGAL,721116,PASCHIM MEDINIPUR,DEBRA,1
WEST BENGAL,721127,PASCHIM MEDINIPUR,GARHBETA,1
WEST BENGAL,721139,PURBA MEDINIPUR,VILLAGE DAKSHIN GOPALPURPANSKURA,1
WEST BENGAL,721146,PASCHIM MEDINIPUR,MAITY BHAWANGOBINDANAGAR,1
WEST BENGAL,721159,PURBA MEDINIPUR,CHANDIPUR,1
WEST BENGAL,721212,PASCHIM MEDINIPUR,ALAMGANJ POST GHATALALAMGANJ WEST MEDNIPUR,1
WEST BENGAL,721401,PURBA MEDINIPUR,CONTAI,2
WEST BENGAL,721429,PURBA MEDINIPUR,EGRA,1
WEST BENGAL,721429,PURBA MEDINIPUR,EGRA KASBA,1
WEST BENGAL,721430,PURBA MEDINIPUR,HERIA,1
WEST BENGAL,721430,PURBA MEDINIPUR,UDHAKHALI BAZARHERIA,1
WEST BENGAL,721434,PURBA MEDINIPUR,HERIA,1
WEST BENGAL,721441,PURBA MEDINIPUR,RAMNAGAR,1
WEST BENGAL,721441,PURBA MEDINIPUR,SAIYADPUR,1
WEST BENGAL,721507,JHARGRAM,P O,1
WEST BENGAL,721628,PURBA MEDINIPUR,GARKAMALPURMAHISADAL,1
WEST BENGAL,721628,PURBA MEDINIPUR,VILL GRAKAMALPUR PO MAHISHADALEAST MEDNIPUR,1
WEST BENGAL,721636,PURBA MEDINIPUR,A PARBATI PUR SUB POST OFFICE PARBATIPUR TALUK,1
WEST BENGAL,721636,PURBA MEDINIPUR,PURBA MEDINIPUR 721636,1
WEST BENGAL,721636,PURBA MEDINIPUR,W B 721636,1
WEST BENGAL,722101,BANKURA,,2
WEST BENGAL,722141,BANKURA,KOTALPUR,1
WEST BENGAL,722141,BANKURA,KOTULPUR,1
WEST BENGAL,723103,PURULIA,RAJASTHAN TRANSPORT GALLI,1
WEST BENGAL,731101,BIRBHUM,SURI,1
WEST BENGAL,731101,PASCHIM BARDHAMAN,DURGAPUR,1
WEST BENGAL,731204,BIRBHUM,BOLPUR,3
WEST BENGAL,731219,BIRBHUM,MURARAI,1
WEST BENGAL,731224,BIRBHUM,RAMPUR HAT,1
WEST BENGAL,731224,BIRBHUM,RAMPURHAT,2
WEST BENGAL,731234,BIRBHUM,SAINTHIA STATION ROADSAINTHIA,1
WEST BENGAL,731243,BIRBHUM,RAMPURHAT,1
WEST BENGAL,732101,,,1
WEST BENGAL,732101,MALDA,H,3
WEST BENGAL,732123,,,2
WEST BENGAL,733101,DAKSHIN DINAJPUR,MUKTARPARA,1
WEST BENGAL,733124,DAKSHIN DINAJPUR,BIPLABI KSHUDIRAM MARKETPOST & PS GANGARAMPUR,1
WEST BENGAL,733134,UTTAR DINAJPUR,MEDICINE STORE,1
WEST BENGAL,733134,UTTAR DINAJPUR,RAIGANJ,1
WEST BENGAL,733134,UTTAR DINAJPUR,UKILPARANEAR PUBLIC BUS STAND,1
WEST BENGAL,733202,UTTAR DINAJPUR,ISLAMPUR,1
WEST BENGAL,733202,UTTAR DINAJPUR,P O P S ISLAMPUR,1
WEST BENGAL,734001,DARJEELING,41KHUDIRAMPALLY SILIGURI,1
WEST BENGAL,734001,DARJEELING,KHUDIRAM PALLY,1
WEST BENGAL,734001,DARJEELING,KHUDIRAMPALLY,1
WEST BENGAL,734001,DARJEELING,SILIGURI,1
WEST BENGAL,735101,DARJEELING,SILIGURI,1
WEST BENGAL,735210,JALPAIGURI,DHUPGURI,1
WEST BENGAL,735211,ALIPURDUAR,FALAKATA,2
WEST BENGAL,735224,JALPAIGURI,DHUPGURI,1
WEST BENGAL,736101,,,2
WEST BENGAL,736101,COOCHBEHAR,COOCH BEHAR,1
WEST BENGAL,736121,ALIPURDUAR,SOBHAGANJ,1
WEST BENGAL,736146,ALIPURDUAR,FALAKATA,1
WEST BENGAL,736159,,,2
WEST BENGAL,741101,NADIA,1 SWARNAMOYEE LANE,1
WEST BENGAL,741101,NADIA,KRISHNANAGAR,2
WEST BENGAL,741101,NORTH 24 PARGANAS,NAIHATI,1
WEST BENGAL,741121,NADIA,P S TAHERPURP O BADKULLA,1
WEST BENGAL,741126,NADIA,KRISHNANAGAR,1
WEST BENGAL,741126,NADIA,RANAGHAT,1
WEST BENGAL,741137,NADIA,DEBGRAM STATION ROADKALIGANJ,1
WEST BENGAL,741137,NADIA,TEHATTA,1
WEST BENGAL,741152,NADIA,KARIMPUR,2
WEST BENGAL,741152,NADIA,PIN 741152,1
WEST BENGAL,741160,NADIA,KRISHNANAGAR,1
WEST BENGAL,741160,NADIA,TEHATTA,1
WEST BENGAL,741160,NADIA,TEHATTA BAZARTEHATTA,1
WEST BENGAL,741201,NADIA,RANAGHAT,3
WEST BENGAL,741222,NADIA,PIN 741222,1
WEST BENGAL,741302,NADIA,NABADWIP,2
WEST BENGAL,742103,MURSHIDABAD,KHAGRA,1
WEST BENGAL,742103,MURSHIDABAD,P S BERHAMPORE,1
WEST BENGAL,742103,MURSHIDABAD,PS BERHAMPORE,1
WEST BENGAL,742133,MURSHIDABAD,1 GANESHTALA ROADPOST & PS BELDANGA,1
WEST BENGAL,742133,MURSHIDABAD,BELDANGA,1
WEST BENGAL,742135,MURSHIDABAD,BHAGWANGOLA,1
WEST BENGAL,742135,MURSHIDABAD,P S BERHAMPORE,1
WEST BENGAL,742137,MURSHIDABAD,DANGAPARAPOST & PS KANDI,1
WEST BENGAL,742137,MURSHIDABAD,KANDI,1
WEST BENGAL,742137,MURSHIDABAD,KHAGRA,1
WEST BENGAL,742148,MURSHIDABAD,LALGOLA,1
WEST BENGAL,742148,MURSHIDABAD,POST & PS LALGOLA,1
WEST BENGAL,742163,MURSHIDABAD,BELDANGA,1
WEST BENGAL,742201,MURSHIDABAD,P S SUTI,1
WEST BENGAL,742201,MURSHIDABAD,UTTAR MAHAMMADPUR,1
WEST BENGAL,742202,MURSHIDABAD,P S SAMSERGANJ,1
WEST BENGAL,742213,MURSHIDABAD,LALGOLA,1
WEST BENGAL,742224,MURSHIDABAD,UTTAR MAHAMMADPUR,1
WEST BENGAL,742225,MURSHIDABAD,CHAULPATTIPOST & PS RAGHUNATHGANJ,1
WEST BENGAL,742225,MURSHIDABAD,KHATIANNO 4740MOUZA RAGHUNATHGANJ BAZARPARA,1
WEST BENGAL,742303,NADIA,KARIMPUR,1
WEST BENGAL,742304,MURSHIDABAD,SONAPATTI,1
WEST BENGAL,743145,NORTH 24 PARGANAS,HABRA,1
WEST BENGAL,743145,NORTH 24 PARGANAS,KANCHRAPARA,1
WEST BENGAL,743165,NORTH 24 PARGANAS,NAIHATI,1
WEST BENGAL,743165,NORTH 24 PARGANAS,P S NAIHATI,1
WEST BENGAL,743165,NORTH 24 PARGANAS,W B,1
WEST BENGAL,743235,NORTH 24 PARGANAS,BONGAONNORTH 24 PARGANS 743235,1
WEST BENGAL,743235,NORTH 24 PARGANAS,P S BONGAON,1
WEST BENGAL,743263,NORTH 24 PARGANAS,HABRA,2
WEST BENGAL,743263,NORTH 24 PARGANAS,OLD UBI LANE,1
WEST BENGAL,743347,SOUTH 24 PARGANAS,KAKDWIP,1
WEST BENGAL,743395,SOUTH 24 PARGANAS,BISHNUPUR,1
WEST BENGAL,743398,SOUTH 24 PARGANAS,BATA,1
WEST BENGAL,743411,NORTH 24 PARGANAS,BARASAT,1
WEST BENGAL,743411,NORTH 24 PARGANAS,BASIRHAT,1
WEST BENGAL,743411,NORTH 24 PARGANAS,HABRA,1
WEST BENGAL,743411,NORTH 24 PARGANAS,ITINDA ROADPOST & PS BASIRHAT,1
WEST BENGAL,743412,NORTH 24 PARGANAS,BASIRHATDIST NORTH 24 PARGANS,1
WEST BENGAL,743503,SOUTH 24 PARGANAS,KANYANAGAR,1
